Serial,stream,day,inventory_gal_start,inventory_pct_start,pickup_flag,pickup_gal,inventory_gal_after_service,overflow_flag,threshold_violation_gal
1515729,Bottles/Cans,1,58.75,39.17,1,58.75,0.0,0,0.0
1515729,Bottles/Cans,2,8.39,5.6,0,0.0,8.39,0,0.0
1515729,Bottles/Cans,3,16.79,11.19,0,0.0,16.79,0,0.0
1515729,Bottles/Cans,4,25.18,16.79,0,0.0,25.18,0,0.0
1515729,Bottles/Cans,5,33.57,22.38,0,0.0,33.57,0,0.0
1515729,Bottles/Cans,6,41.96,27.98,0,0.0,41.96,0,0.0
1515731,Bottles/Cans,0,66.12,44.08,0,0.0,66.12,0,0.0
1515731,Bottles/Cans,1,77.14,51.42,1,77.14,0.0,0,0.0
1515731,Bottles/Cans,2,11.02,7.35,0,0.0,11.02,0,0.0
1515731,Bottles/Cans,3,22.04,14.69,0,0.0,22.04,0,0.0
1515731,Bottles/Cans,4,33.06,22.04,0,0.0,33.06,0,0.0
1515731,Bottles/Cans,5,44.08,29.39,0,0.0,44.08,0,0.0
1515731,Bottles/Cans,6,55.1,36.73,0,0.0,55.1,0,0.0
1515734,Bottles/Cans,0,76.36,50.91,0,0.0,76.36,0,0.0
1515734,Bottles/Cans,1,89.08,59.39,1,89.08,0.0,0,0.0
1515734,Bottles/Cans,2,12.73,8.48,0,0.0,12.73,0,0.0
1515734,Bottles/Cans,3,25.45,16.97,0,0.0,25.45,0,0.0
1515734,Bottles/Cans,4,38.18,25.45,0,0.0,38.18,0,0.0
1515734,Bottles/Cans,5,50.91,33.94,0,0.0,50.91,0,0.0
1515734,Bottles/Cans,6,63.63,42.42,0,0.0,63.63,0,0.0
1515735,Bottles/Cans,0,47.2,31.47,1,47.2,0.0,0,0.0
1515735,Bottles/Cans,1,7.87,5.24,0,0.0,7.87,0,0.0
1515735,Bottles/Cans,2,15.73,10.49,0,0.0,15.73,0,0.0
1515735,Bottles/Cans,3,23.6,15.73,0,0.0,23.6,0,0.0
1515735,Bottles/Cans,4,31.47,20.98,0,0.0,31.47,0,0.0
1515735,Bottles/Cans,5,39.34,26.22,0,0.0,39.34,0,0.0
1515735,Bottles/Cans,6,47.2,31.47,0,0.0,47.2,0,0.0
1515736,Bottles/Cans,0,0.0,0.0,1,0.0,0.0,0,0.0
1515736,Bottles/Cans,1,0.0,0.0,0,0.0,0.0,0,0.0
1515736,Bottles/Cans,2,0.0,0.0,0,0.0,0.0,0,0.0
1515736,Bottles/Cans,3,0.0,0.0,0,0.0,0.0,0,0.0
1515736,Bottles/Cans,4,0.0,0.0,0,0.0,0.0,0,0.0
1515736,Bottles/Cans,5,0.0,0.0,0,0.0,0.0,0,0.0
1515736,Bottles/Cans,6,0.0,0.0,0,0.0,0.0,0,0.0
1515737,Bottles/Cans,0,0.0,0.0,0,0.0,0.0,0,0.0
1515737,Bottles/Cans,1,0.0,0.0,1,0.0,0.0,0,0.0
1515737,Bottles/Cans,2,0.0,0.0,0,0.0,0.0,0,0.0
1515737,Bottles/Cans,3,0.0,0.0,0,0.0,0.0,0,0.0
1515737,Bottles/Cans,4,0.0,0.0,0,0.0,0.0,0,0.0
1515737,Bottles/Cans,5,0.0,0.0,0,0.0,0.0,0,0.0
1515737,Bottles/Cans,6,0.0,0.0,0,0.0,0.0,0,0.0
1515739,Bottles/Cans,0,139.93,93.29,1,139.93,0.0,0,0.0
1515739,Bottles/Cans,1,23.32,15.55,0,0.0,23.32,0,0.0
1515739,Bottles/Cans,2,46.64,31.1,0,0.0,46.64,0,0.0
1515739,Bottles/Cans,3,69.97,46.64,0,0.0,69.97,0,0.0
1515739,Bottles/Cans,4,93.29,62.19,0,0.0,93.29,0,0.0
1515739,Bottles/Cans,5,116.61,77.74,0,0.0,116.61,0,0.0
1515739,Bottles/Cans,6,139.93,93.29,0,0.0,139.93,0,0.0
1515740,Bottles/Cans,0,46.83,31.22,0,0.0,46.83,0,0.0
1515740,Bottles/Cans,1,54.64,36.43,1,54.64,0.0,0,0.0
1515740,Bottles/Cans,2,7.81,5.2,0,0.0,7.81,0,0.0
1515740,Bottles/Cans,3,15.61,10.41,0,0.0,15.61,0,0.0
1515740,Bottles/Cans,4,23.42,15.61,0,0.0,23.42,0,0.0
1515740,Bottles/Cans,5,31.22,20.81,0,0.0,31.22,0,0.0
1515740,Bottles/Cans,6,39.03,26.02,0,0.0,39.03,0,0.0
1515745,Waste,0,77.1,51.4,1,77.1,0.0,0,0.0
1515745,Waste,1,12.85,8.57,0,0.0,12.85,0,0.0
1515745,Waste,2,25.7,17.13,0,0.0,25.7,0,0.0
1515745,Waste,3,38.55,25.7,0,0.0,38.55,0,0.0
1515745,Waste,4,51.4,34.27,0,0.0,51.4,0,0.0
1515745,Waste,5,64.25,42.84,0,0.0,64.25,0,0.0
1515745,Waste,6,77.1,51.4,0,0.0,77.1,0,0.0
1515748,Compostables,0,33.51,22.34,0,0.0,33.51,0,0.0
1515748,Compostables,1,39.1,26.07,1,39.1,0.0,0,0.0
1515748,Compostables,2,5.59,3.72,0,0.0,5.59,0,0.0
1515748,Compostables,3,11.17,7.45,0,0.0,11.17,0,0.0
1515748,Compostables,4,16.76,11.17,0,0.0,16.76,0,0.0
1515748,Compostables,5,22.34,14.89,0,0.0,22.34,0,0.0
1515748,Compostables,6,27.93,18.62,0,0.0,27.93,0,0.0
1515757,Compostables,0,44.82,29.88,0,0.0,44.82,0,0.0
1515757,Compostables,1,52.28,34.86,1,52.28,0.0,0,0.0
1515757,Compostables,2,7.47,4.98,0,0.0,7.47,0,0.0
1515757,Compostables,3,14.94,9.96,0,0.0,14.94,0,0.0
1515757,Compostables,4,22.41,14.94,0,0.0,22.41,0,0.0
1515757,Compostables,5,29.88,19.92,0,0.0,29.88,0,0.0
1515757,Compostables,6,37.35,24.9,0,0.0,37.35,0,0.0
1515760,Bottles/Cans,0,87.53,58.35,0,0.0,87.53,0,0.0
1515760,Bottles/Cans,1,102.12,68.08,1,102.12,0.0,0,0.0
1515760,Bottles/Cans,2,14.59,9.73,0,0.0,14.59,0,0.0
1515760,Bottles/Cans,3,29.18,19.45,0,0.0,29.18,0,0.0
1515760,Bottles/Cans,4,43.76,29.18,0,0.0,43.76,0,0.0
1515760,Bottles/Cans,5,58.35,38.9,0,0.0,58.35,0,0.0
1515760,Bottles/Cans,6,72.94,48.63,0,0.0,72.94,0,0.0
1515764,Bottles/Cans,0,11.95,7.97,0,0.0,11.95,0,0.0
1515764,Bottles/Cans,1,13.94,9.3,1,13.94,0.0,0,0.0
1515764,Bottles/Cans,2,1.99,1.33,0,0.0,1.99,0,0.0
1515764,Bottles/Cans,3,3.98,2.66,0,0.0,3.98,0,0.0
1515764,Bottles/Cans,4,5.98,3.98,0,0.0,5.98,0,0.0
1515764,Bottles/Cans,5,7.97,5.31,0,0.0,7.97,0,0.0
1515764,Bottles/Cans,6,9.96,6.64,0,0.0,9.96,0,0.0
1515771,Bottles/Cans,0,18.12,12.08,0,0.0,18.12,0,0.0
1515771,Bottles/Cans,1,21.14,14.09,1,21.14,0.0,0,0.0
1515771,Bottles/Cans,2,3.02,2.01,0,0.0,3.02,0,0.0
1515771,Bottles/Cans,3,6.04,4.03,0,0.0,6.04,0,0.0
1515771,Bottles/Cans,4,9.06,6.04,0,0.0,9.06,0,0.0
1515771,Bottles/Cans,5,12.08,8.05,0,0.0,12.08,0,0.0
1515771,Bottles/Cans,6,15.1,10.07,0,0.0,15.1,0,0.0
1515773,Bottles/Cans,0,138.33,92.22,1,138.33,0.0,0,0.0
1515773,Bottles/Cans,1,23.06,15.37,0,0.0,23.06,0,0.0
1515773,Bottles/Cans,2,46.11,30.74,0,0.0,46.11,0,0.0
1515773,Bottles/Cans,3,69.17,46.11,0,0.0,69.17,0,0.0
1515773,Bottles/Cans,4,92.22,61.48,0,0.0,92.22,0,0.0
1515773,Bottles/Cans,5,115.28,76.85,0,0.0,115.28,0,0.0
1515773,Bottles/Cans,6,138.33,92.22,0,0.0,138.33,0,0.0
1515775,Bottles/Cans,0,116.04,77.36,0,0.0,116.04,0,0.0
1515775,Bottles/Cans,1,135.38,90.26,1,135.38,0.0,0,0.0
1515775,Bottles/Cans,2,19.34,12.89,0,0.0,19.34,0,0.0
1515775,Bottles/Cans,3,38.68,25.79,0,0.0,38.68,0,0.0
1515775,Bottles/Cans,4,58.02,38.68,0,0.0,58.02,0,0.0
1515775,Bottles/Cans,5,77.36,51.57,0,0.0,77.36,0,0.0
1515775,Bottles/Cans,6,96.7,64.47,0,0.0,96.7,0,0.0
1515787,Compostables,0,59.77,39.85,0,0.0,59.77,0,0.0
1515787,Compostables,1,69.73,46.49,1,69.73,0.0,0,0.0
1515787,Compostables,2,9.96,6.64,0,0.0,9.96,0,0.0
1515787,Compostables,3,19.92,13.28,0,0.0,19.92,0,0.0
1515787,Compostables,4,29.89,19.92,0,0.0,29.89,0,0.0
1515787,Compostables,5,39.85,26.57,0,0.0,39.85,0,0.0
1515787,Compostables,6,49.81,33.21,0,0.0,49.81,0,0.0
1516524,Bottles/Cans,0,44.77,29.85,0,0.0,44.77,0,0.0
1516524,Bottles/Cans,1,52.24,34.82,1,52.24,0.0,0,0.0
1516524,Bottles/Cans,2,7.46,4.97,0,0.0,7.46,0,0.0
1516524,Bottles/Cans,3,14.92,9.95,0,0.0,14.92,0,0.0
1516524,Bottles/Cans,4,22.39,14.92,0,0.0,22.39,0,0.0
1516524,Bottles/Cans,5,29.85,19.9,0,0.0,29.85,0,0.0
1516524,Bottles/Cans,6,37.31,24.87,0,0.0,37.31,0,0.0
1516527,Bottles/Cans,0,0.0,0.0,0,0.0,0.0,0,0.0
1516527,Bottles/Cans,1,0.0,0.0,1,0.0,0.0,0,0.0
1516527,Bottles/Cans,2,0.0,0.0,0,0.0,0.0,0,0.0
1516527,Bottles/Cans,3,0.0,0.0,0,0.0,0.0,0,0.0
1516527,Bottles/Cans,4,0.0,0.0,0,0.0,0.0,0,0.0
1516527,Bottles/Cans,5,0.0,0.0,0,0.0,0.0,0,0.0
1516527,Bottles/Cans,6,0.0,0.0,0,0.0,0.0,0,0.0
1516529,Bottles/Cans,0,0.0,0.0,1,0.0,0.0,0,0.0
1516529,Bottles/Cans,1,0.0,0.0,0,0.0,0.0,0,0.0
1516529,Bottles/Cans,2,0.0,0.0,0,0.0,0.0,0,0.0
1516529,Bottles/Cans,3,0.0,0.0,0,0.0,0.0,0,0.0
1516529,Bottles/Cans,4,0.0,0.0,0,0.0,0.0,0,0.0
1516529,Bottles/Cans,5,0.0,0.0,0,0.0,0.0,0,0.0
1516529,Bottles/Cans,6,0.0,0.0,0,0.0,0.0,0,0.0
1516532,Bottles/Cans,0,80.23,53.48,0,0.0,80.23,0,0.0
1516532,Bottles/Cans,1,93.6,62.4,1,93.6,0.0,0,0.0
1516532,Bottles/Cans,2,13.37,8.91,0,0.0,13.37,0,0.0
1516532,Bottles/Cans,3,26.74,17.83,0,0.0,26.74,0,0.0
1516532,Bottles/Cans,4,40.11,26.74,0,0.0,40.11,0,0.0
1516532,Bottles/Cans,5,53.48,35.66,0,0.0,53.48,0,0.0
1516532,Bottles/Cans,6,66.86,44.57,0,0.0,66.86,0,0.0
1516533,Bottles/Cans,0,26.49,17.66,0,0.0,26.49,0,0.0
1516533,Bottles/Cans,1,30.9,20.6,1,30.9,0.0,0,0.0
1516533,Bottles/Cans,2,4.41,2.94,0,0.0,4.41,0,0.0
1516533,Bottles/Cans,3,8.83,5.89,0,0.0,8.83,0,0.0
1516533,Bottles/Cans,4,13.24,8.83,0,0.0,13.24,0,0.0
1516533,Bottles/Cans,5,17.66,11.77,0,0.0,17.66,0,0.0
1516533,Bottles/Cans,6,22.07,14.71,0,0.0,22.07,0,0.0
1516534,Bottles/Cans,0,0.0,0.0,1,0.0,0.0,0,0.0
1516534,Bottles/Cans,1,0.0,0.0,0,0.0,0.0,0,0.0
1516534,Bottles/Cans,2,0.0,0.0,0,0.0,0.0,0,0.0
1516534,Bottles/Cans,3,0.0,0.0,0,0.0,0.0,0,0.0
1516534,Bottles/Cans,4,0.0,0.0,0,0.0,0.0,0,0.0
1516534,Bottles/Cans,5,0.0,0.0,0,0.0,0.0,0,0.0
1516534,Bottles/Cans,6,0.0,0.0,0,0.0,0.0,0,0.0
1516535,Bottles/Cans,0,70.58,47.05,0,0.0,70.58,0,0.0
1516535,Bottles/Cans,1,82.34,54.89,1,82.34,0.0,0,0.0
1516535,Bottles/Cans,2,11.76,7.84,0,0.0,11.76,0,0.0
1516535,Bottles/Cans,3,23.53,15.68,0,0.0,23.53,0,0.0
1516535,Bottles/Cans,4,35.29,23.53,0,0.0,35.29,0,0.0
1516535,Bottles/Cans,5,47.05,31.37,0,0.0,47.05,0,0.0
1516535,Bottles/Cans,6,58.81,39.21,0,0.0,58.81,0,0.0
1516538,Compostables,0,54.18,36.12,1,54.18,0.0,0,0.0
1516538,Compostables,1,9.03,6.02,0,0.0,9.03,0,0.0
1516538,Compostables,2,18.06,12.04,0,0.0,18.06,0,0.0
1516538,Compostables,3,27.09,18.06,0,0.0,27.09,0,0.0
1516538,Compostables,4,36.12,24.08,0,0.0,36.12,0,0.0
1516538,Compostables,5,45.15,30.1,0,0.0,45.15,0,0.0
1516538,Compostables,6,54.18,36.12,0,0.0,54.18,0,0.0
1516543,Compostables,0,78.13,52.09,0,0.0,78.13,0,0.0
1516543,Compostables,1,91.16,60.77,1,91.16,0.0,0,1.16
1516543,Compostables,2,13.02,8.68,0,0.0,13.02,0,0.0
1516543,Compostables,3,26.04,17.36,0,0.0,26.04,0,0.0
1516543,Compostables,4,39.07,26.04,0,0.0,39.07,0,0.0
1516543,Compostables,5,52.09,34.73,0,0.0,52.09,0,0.0
1516543,Compostables,6,65.11,43.41,0,0.0,65.11,0,0.0
1516556,Waste,0,81.3,54.2,1,81.3,0.0,0,0.0
1516556,Waste,1,13.55,9.03,0,0.0,13.55,0,0.0
1516556,Waste,2,27.1,18.07,0,0.0,27.1,0,0.0
1516556,Waste,3,40.65,27.1,0,0.0,40.65,0,0.0
1516556,Waste,4,54.2,36.14,0,0.0,54.2,0,0.0
1516556,Waste,5,67.75,45.17,0,0.0,67.75,0,0.0
1516556,Waste,6,81.3,54.2,0,0.0,81.3,0,0.0
1520905,Bottles/Cans,0,0.0,0.0,0,0.0,0.0,0,0.0
1520905,Bottles/Cans,1,0.0,0.0,1,0.0,0.0,0,0.0
1520905,Bottles/Cans,2,0.0,0.0,0,0.0,0.0,0,0.0
1520905,Bottles/Cans,3,0.0,0.0,0,0.0,0.0,0,0.0
1520905,Bottles/Cans,4,0.0,0.0,0,0.0,0.0,0,0.0
1520905,Bottles/Cans,5,0.0,0.0,0,0.0,0.0,0,0.0
1520905,Bottles/Cans,6,0.0,0.0,0,0.0,0.0,0,0.0
1520909,Bottles/Cans,0,49.41,32.94,0,0.0,49.41,0,0.0
1520909,Bottles/Cans,1,57.65,38.43,1,57.65,0.0,0,0.0
1520909,Bottles/Cans,2,8.24,5.49,0,0.0,8.24,0,0.0
1520909,Bottles/Cans,3,16.47,10.98,0,0.0,16.47,0,0.0
1520909,Bottles/Cans,4,24.71,16.47,0,0.0,24.71,0,0.0
1520909,Bottles/Cans,5,32.94,21.96,0,0.0,32.94,0,0.0
1520909,Bottles/Cans,6,41.18,27.45,0,0.0,41.18,0,0.0
1520910,Bottles/Cans,0,0.0,0.0,1,0.0,0.0,0,0.0
1520910,Bottles/Cans,1,0.0,0.0,0,0.0,0.0,0,0.0
1520910,Bottles/Cans,2,0.0,0.0,0,0.0,0.0,0,0.0
1520910,Bottles/Cans,3,0.0,0.0,0,0.0,0.0,0,0.0
1520910,Bottles/Cans,4,0.0,0.0,0,0.0,0.0,0,0.0
1520910,Bottles/Cans,5,0.0,0.0,0,0.0,0.0,0,0.0
1520910,Bottles/Cans,6,0.0,0.0,0,0.0,0.0,0,0.0
1520925,Compostables,0,16.31,10.87,0,0.0,16.31,0,0.0
1520925,Compostables,1,19.02,12.68,1,19.02,0.0,0,0.0
1520925,Compostables,2,2.72,1.81,0,0.0,2.72,0,0.0
1520925,Compostables,3,5.44,3.62,0,0.0,5.44,0,0.0
1520925,Compostables,4,8.15,5.44,0,0.0,8.15,0,0.0
1520925,Compostables,5,10.87,7.25,0,0.0,10.87,0,0.0
1520925,Compostables,6,13.59,9.06,0,0.0,13.59,0,0.0
2502339,Bottles/Cans,0,93.94,62.63,0,0.0,93.94,0,0.0
2502339,Bottles/Cans,1,109.59,73.06,1,109.59,0.0,0,0.0
2502339,Bottles/Cans,2,15.66,10.44,0,0.0,15.66,0,0.0
2502339,Bottles/Cans,3,31.31,20.88,0,0.0,31.31,0,0.0
2502339,Bottles/Cans,4,46.97,31.31,0,0.0,46.97,0,0.0
2502339,Bottles/Cans,5,62.63,41.75,0,0.0,62.63,0,0.0
2502339,Bottles/Cans,6,78.28,52.19,0,0.0,78.28,0,0.0
2503770,Bottles/Cans,0,0.0,0.0,1,0.0,0.0,0,0.0
2503770,Bottles/Cans,1,0.0,0.0,0,0.0,0.0,0,0.0
2503770,Bottles/Cans,2,0.0,0.0,0,0.0,0.0,0,0.0
2503770,Bottles/Cans,3,0.0,0.0,0,0.0,0.0,0,0.0
2503770,Bottles/Cans,4,0.0,0.0,0,0.0,0.0,0,0.0
2503770,Bottles/Cans,5,0.0,0.0,0,0.0,0.0,0,0.0
2503770,Bottles/Cans,6,0.0,0.0,0,0.0,0.0,0,0.0
2503771,Bottles/Cans,0,0.0,0.0,0,0.0,0.0,0,0.0
2503771,Bottles/Cans,1,0.0,0.0,1,0.0,0.0,0,0.0
2503771,Bottles/Cans,2,0.0,0.0,0,0.0,0.0,0,0.0
2503771,Bottles/Cans,3,0.0,0.0,0,0.0,0.0,0,0.0
2503771,Bottles/Cans,4,0.0,0.0,0,0.0,0.0,0,0.0
2503771,Bottles/Cans,5,0.0,0.0,0,0.0,0.0,0,0.0
2503771,Bottles/Cans,6,0.0,0.0,0,0.0,0.0,0,0.0
2503773,Bottles/Cans,0,20.43,13.62,0,0.0,20.43,0,0.0
2503773,Bottles/Cans,1,23.83,15.89,1,23.83,0.0,0,0.0
2503773,Bottles/Cans,2,3.4,2.27,0,0.0,3.4,0,0.0
2503773,Bottles/Cans,3,6.81,4.54,0,0.0,6.81,0,0.0
2503773,Bottles/Cans,4,10.21,6.81,0,0.0,10.21,0,0.0
2503773,Bottles/Cans,5,13.62,9.08,0,0.0,13.62,0,0.0
2503773,Bottles/Cans,6,17.02,11.35,0,0.0,17.02,0,0.0
2503774,Bottles/Cans,0,65.72,43.82,0,0.0,65.72,0,0.0
2503774,Bottles/Cans,1,76.68,51.12,1,76.68,0.0,0,0.0
2503774,Bottles/Cans,2,10.95,7.3,0,0.0,10.95,0,0.0
2503774,Bottles/Cans,3,21.91,14.61,0,0.0,21.91,0,0.0
2503774,Bottles/Cans,4,32.86,21.91,0,0.0,32.86,0,0.0
2503774,Bottles/Cans,5,43.82,29.21,0,0.0,43.82,0,0.0
2503774,Bottles/Cans,6,54.77,36.51,0,0.0,54.77,0,0.0
1503621,Waste,0,79.43,52.95,0,0.0,79.43,0,0.0
1503621,Waste,1,95.32,63.54,1,95.32,0.0,0,5.32
1503621,Waste,2,15.89,10.59,0,0.0,15.89,0,0.0
1503621,Waste,3,31.77,21.18,0,0.0,31.77,0,0.0
1503621,Waste,4,47.66,31.77,0,0.0,47.66,0,0.0
1503621,Waste,5,63.54,42.36,0,0.0,63.54,0,0.0
1503621,Waste,6,79.43,52.95,0,0.0,79.43,0,0.0
1516537,Compostables,0,75.12,50.08,1,75.12,0.0,0,0.0
1516537,Compostables,1,15.02,10.02,0,0.0,15.02,0,0.0
1516537,Compostables,2,30.05,20.03,0,0.0,30.05,0,0.0
1516537,Compostables,3,45.07,30.05,0,0.0,45.07,0,0.0
1516537,Compostables,4,60.09,40.06,0,0.0,60.09,0,0.0
1516537,Compostables,5,75.12,50.08,1,75.12,0.0,0,0.0
1516537,Compostables,6,15.02,10.02,0,0.0,15.02,0,0.0
1515666,Waste,0,68.04,45.36,1,68.04,0.0,0,0.0
1515666,Waste,1,22.68,15.12,0,0.0,22.68,0,0.0
1515666,Waste,2,45.36,30.24,0,0.0,45.36,0,0.0
1515666,Waste,3,68.04,45.36,1,68.04,0.0,0,0.0
1515666,Waste,4,22.68,15.12,0,0.0,22.68,0,0.0
1515666,Waste,5,45.36,30.24,0,0.0,45.36,0,0.0
1515666,Waste,6,68.04,45.36,0,0.0,68.04,0,0.0
1515670,Waste,0,85.04,56.69,1,85.04,0.0,0,0.0
1515670,Waste,1,28.35,18.9,0,0.0,28.35,0,0.0
1515670,Waste,2,56.69,37.8,0,0.0,56.69,0,0.0
1515670,Waste,3,85.04,56.69,1,85.04,0.0,0,0.0
1515670,Waste,4,28.35,18.9,1,28.35,0.0,0,0.0
1515670,Waste,5,28.35,18.9,0,0.0,28.35,0,0.0
1515670,Waste,6,56.69,37.8,0,0.0,56.69,0,0.0
1515704,Waste,0,73.89,49.26,1,73.89,0.0,0,0.0
1515704,Waste,1,24.63,16.42,0,0.0,24.63,0,0.0
1515704,Waste,2,49.26,32.84,0,0.0,49.26,0,0.0
1515704,Waste,3,73.89,49.26,1,73.89,0.0,0,0.0
1515704,Waste,4,24.63,16.42,0,0.0,24.63,0,0.0
1515704,Waste,5,49.26,32.84,0,0.0,49.26,0,0.0
1515704,Waste,6,73.89,49.26,0,0.0,73.89,0,0.0
1514023,Waste,0,61.95,41.3,1,61.95,0.0,0,0.0
1514023,Waste,1,30.98,20.65,0,0.0,30.98,0,0.0
1514023,Waste,2,61.95,41.3,1,61.95,0.0,0,0.0
1514023,Waste,3,30.98,20.65,0,0.0,30.98,0,0.0
1514023,Waste,4,61.95,41.3,1,61.95,0.0,0,0.0
1514023,Waste,5,30.98,20.65,0,0.0,30.98,0,0.0
1514023,Waste,6,61.95,41.3,0,0.0,61.95,0,0.0
1515673,Waste,0,85.01,56.67,1,85.01,0.0,0,0.0
1515673,Waste,1,42.51,28.34,0,0.0,42.51,0,0.0
1515673,Waste,2,85.01,56.67,1,85.01,0.0,0,0.0
1515673,Waste,3,42.51,28.34,0,0.0,42.51,0,0.0
1515673,Waste,4,85.01,56.67,1,85.01,0.0,0,0.0
1515673,Waste,5,42.51,28.34,0,0.0,42.51,0,0.0
1515673,Waste,6,85.01,56.67,0,0.0,85.01,0,0.0
1515680,Waste,0,55.14,36.76,1,55.14,0.0,0,0.0
1515680,Waste,1,55.14,36.76,1,55.14,0.0,0,0.0
1515680,Waste,2,55.14,36.76,1,55.14,0.0,0,0.0
1515680,Waste,3,55.14,36.76,0,0.0,55.14,0,0.0
1515680,Waste,4,110.28,73.52,1,110.28,0.0,0,20.28
1515680,Waste,5,55.14,36.76,0,0.0,55.14,0,0.0
1515680,Waste,6,110.28,73.52,0,0.0,110.28,0,20.28
1515692,Waste,0,46.7,31.14,0,0.0,46.7,0,0.0
1515692,Waste,1,93.41,62.27,1,93.41,0.0,0,3.41
1515692,Waste,2,46.7,31.14,0,0.0,46.7,0,0.0
1515692,Waste,3,93.41,62.27,1,93.41,0.0,0,3.41
1515692,Waste,4,46.7,31.14,0,0.0,46.7,0,0.0
1515692,Waste,5,93.41,62.27,1,93.41,0.0,0,3.41
1515692,Waste,6,46.7,31.14,0,0.0,46.7,0,0.0
1515693,Waste,0,48.91,32.6,1,48.91,0.0,0,0.0
1515693,Waste,1,48.91,32.6,0,0.0,48.91,0,0.0
1515693,Waste,2,97.81,65.21,1,97.81,0.0,0,7.81
1515693,Waste,3,48.91,32.6,0,0.0,48.91,0,0.0
1515693,Waste,4,97.81,65.21,1,97.81,0.0,0,7.81
1515693,Waste,5,48.91,32.6,0,0.0,48.91,0,0.0
1515693,Waste,6,97.81,65.21,0,0.0,97.81,0,7.81
1515696,Waste,0,60.88,40.58,1,60.88,0.0,0,0.0
1515696,Waste,1,60.88,40.58,1,60.88,0.0,0,0.0
1515696,Waste,2,60.88,40.58,1,60.88,0.0,0,0.0
1515696,Waste,3,60.88,40.58,1,60.88,0.0,0,0.0
1515696,Waste,4,60.88,40.58,1,60.88,0.0,0,0.0
1515696,Waste,5,60.88,40.58,1,60.88,0.0,0,0.0
1515696,Waste,6,60.88,40.58,0,0.0,60.88,0,0.0
1515711,Waste,0,58.33,38.89,1,58.33,0.0,0,0.0
1515711,Waste,1,58.33,38.89,0,0.0,58.33,0,0.0
1515711,Waste,2,116.66,77.77,1,116.66,0.0,0,26.66
1515711,Waste,3,58.33,38.89,1,58.33,0.0,0,0.0
1515711,Waste,4,58.33,38.89,1,58.33,0.0,0,0.0
1515711,Waste,5,58.33,38.89,1,58.33,0.0,0,0.0
1515711,Waste,6,58.33,38.89,0,0.0,58.33,0,0.0
1515744,Waste,0,49.68,33.12,0,0.0,49.68,0,0.0
1515744,Waste,1,99.36,66.24,1,99.36,0.0,0,9.36
1515744,Waste,2,49.68,33.12,0,0.0,49.68,0,0.0
1515744,Waste,3,99.36,66.24,1,99.36,0.0,0,9.36
1515744,Waste,4,49.68,33.12,0,0.0,49.68,0,0.0
1515744,Waste,5,99.36,66.24,1,99.36,0.0,0,9.36
1515744,Waste,6,49.68,33.12,0,0.0,49.68,0,0.0
1515747,Waste,0,58.5,39.0,1,58.5,0.0,0,0.0
1515747,Waste,1,58.5,39.0,1,58.5,0.0,0,0.0
1515747,Waste,2,58.5,39.0,1,58.5,0.0,0,0.0
1515747,Waste,3,58.5,39.0,1,58.5,0.0,0,0.0
1515747,Waste,4,58.5,39.0,1,58.5,0.0,0,0.0
1515747,Waste,5,58.5,39.0,1,58.5,0.0,0,0.0
1515747,Waste,6,58.5,39.0,0,0.0,58.5,0,0.0
1515755,Compostables,0,46.73,31.15,0,0.0,46.73,0,0.0
1515755,Compostables,1,93.46,62.3,1,93.46,0.0,0,3.46
1515755,Compostables,2,46.73,31.15,0,0.0,46.73,0,0.0
1515755,Compostables,3,93.46,62.3,1,93.46,0.0,0,3.46
1515755,Compostables,4,46.73,31.15,0,0.0,46.73,0,0.0
1515755,Compostables,5,93.46,62.3,1,93.46,0.0,0,3.46
1515755,Compostables,6,46.73,31.15,0,0.0,46.73,0,0.0
1515758,Compostables,0,45.93,30.62,1,45.93,0.0,0,0.0
1515758,Compostables,1,45.93,30.62,0,0.0,45.93,0,0.0
1515758,Compostables,2,91.86,61.24,1,91.86,0.0,0,1.86
1515758,Compostables,3,45.93,30.62,0,0.0,45.93,0,0.0
1515758,Compostables,4,91.86,61.24,1,91.86,0.0,0,1.86
1515758,Compostables,5,45.93,30.62,0,0.0,45.93,0,0.0
1515758,Compostables,6,91.86,61.24,0,0.0,91.86,0,1.86
1515759,Compostables,0,59.62,39.74,1,59.62,0.0,0,0.0
1515759,Compostables,1,59.62,39.74,1,59.62,0.0,0,0.0
1515759,Compostables,2,59.62,39.74,1,59.62,0.0,0,0.0
1515759,Compostables,3,59.62,39.74,1,59.62,0.0,0,0.0
1515759,Compostables,4,59.62,39.74,1,59.62,0.0,0,0.0
1515759,Compostables,5,59.62,39.74,1,59.62,0.0,0,0.0
1515759,Compostables,6,59.62,39.74,0,0.0,59.62,0,0.0
1515785,Compostables,0,49.71,33.14,0,0.0,49.71,0,0.0
1515785,Compostables,1,59.65,39.77,1,59.65,0.0,0,0.0
1515785,Compostables,2,9.94,6.63,0,0.0,9.94,0,0.0
1515785,Compostables,3,19.88,13.26,0,0.0,19.88,0,0.0
1515785,Compostables,4,29.83,19.88,0,0.0,29.83,0,0.0
1515785,Compostables,5,39.77,26.51,0,0.0,39.77,0,0.0
1515785,Compostables,6,49.71,33.14,0,0.0,49.71,0,0.0
1520924,Compostables,0,50.6,33.73,0,0.0,50.6,0,0.0
